transaction_id,transaction_date,customer_id,customer_name,customer_type,contract_discount_pct,store_id,store_name,channel,region,city_tier,product_id,sku_code,product_name,category,subcategory,brand,promo_id,promo_name,promo_type,quantity,list_price_inr,gross_revenue_inr,contract_discount_inr,promo_discount_inr,adhoc_discount_inr,total_discount_inr,net_revenue_inr,base_cogs_inr,gross_margin_inr,gross_margin_pct,fulfillment_cost_inr,vendor_coop_rebate_inr,return_flag,return_cost_inr,pocket_profit_inr,pocket_margin_pct,discount_waterfall_pct
TX_0004639,2025-09-06,CUST_00009,Client Account 0009,Retail Standard,0.0,STORE_PHY_033,OmniRetail Store 33 (West - Tier 2),Physical Store,West,Tier 3,PROD_1232,SKU-FMC-HOM-1232,CleanGlow Home Hygiene V1,FMCG & Personal Care,Home Hygiene,CleanGlow,PROMO_NONE,No Promotion / Baseline,None,2,689,1378,0.0,0.0,0.0,0.0,1378.0,1097.76,280.24,20.34,65.32,0.0,False,0.0,214.92,15.6,0.0
TX_0004640,2025-01-31,CUST_00168,Client Account 0168,Retail Silver,0.0,STORE_PHY_008,OmniRetail Store 8 (North - Tier 3),Physical Store,East,Tier 2,PROD_1114,SKU-APP-FAS-1114,MetroTreads Fashion Accessorie V3,Apparel & Fashion,Fashion Accessories,MetroTreads,PROMO_EOSS,End of Season Sale (EOSS),Clearance Markdown,2,2829,5658,0.0,1697.4,0.0,1697.4,3960.6,2086.26,1874.3399999999997,47.32,261.34,169.74,False,0.0,1782.74,45.01,30.0
TX_0004641,2024-03-27,CUST_00318,Client Account 0318,Retail Silver,0.0,STORE_PHY_014,OmniRetail Store 14 (South - Tier 2),Physical Store,South,Tier 1,PROD_1077,SKU-APP-WES-1077,VedaStyles Western Wear V2,Apparel & Fashion,Western Wear,VedaStyles,PROMO_NONE,No Promotion / Baseline,None,1,4489,4489,0.0,0.0,0.0,0.0,4489.0,1592.83,2896.17,64.52,223.66,0.0,False,0.0,2672.51,59.53,0.0
TX_0004642,2024-07-20,CUST_00419,Client Account 0419,Retail Standard,0.0,STORE_PHY_011,OmniRetail Store 11 (South - Tier 1),Physical Store,North,Tier 2,PROD_1203,SKU-FMC-PAC-1203,CleanGlow Packaged Food V2,FMCG & Personal Care,Packaged Foods,CleanGlow,PROMO_NONE,No Promotion / Baseline,None,3,729,2187,0.0,0.0,0.0,0.0,2187.0,1712.46,474.53999999999996,21.7,110.16,0.0,False,0.0,364.38,16.66,0.0
TX_0004643,2025-12-20,CUST_00469,Client Account 0469,Retail Standard,0.0,STORE_PHY_017,OmniRetail Store 17 (South - Tier 3),Physical Store,East,Tier 3,PROD_1138,SKU-HOM-COO-1138,ChefCraft Cookware & Dining V3,Home & Kitchen,Cookware & Dining,ChefCraft,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,3,8189,24567,0.0,2948.04,0.0,2948.04,21618.96,13669.8,7949.16,36.77,1430.34,1474.02,False,0.0,7992.84,36.97,12.0
TX_0004644,2025-07-24,CUST_00322,Client Account 0322,Retail Gold,0.0,STORE_PHY_028,OmniRetail Store 28 (West - Tier 1),Physical Store,East,Tier 2,PROD_1179,SKU-HOM-STO-1179,SmartLiving Storage Solution V2,Home & Kitchen,Storage Solutions,SmartLiving,PROMO_NONE,No Promotion / Baseline,None,4,7499,29996,0.0,0.0,0.0,0.0,29996.0,18420.72,11575.279999999999,38.59,1022.88,0.0,False,0.0,10552.4,35.18,0.0
TX_0004645,2024-02-09,CUST_00190,Client Account 0190,Retail Silver,0.0,STORE_PHY_013,OmniRetail Store 13 (South - Tier 1),Physical Store,South,Tier 2,PROD_1234,SKU-FMC-HOM-1234,CleanGlow Home Hygiene V3,FMCG & Personal Care,Home Hygiene,CleanGlow,PROMO_NONE,No Promotion / Baseline,None,4,1479,5916,0.0,0.0,0.0,0.0,5916.0,4266.32,1649.6800000000003,27.89,192.48,0.0,False,0.0,1457.2,24.63,0.0
TX_0004646,2024-10-06,CUST_00304,Client Account 0304,Retail Gold,0.0,STORE_PHY_010,OmniRetail Store 10 (South - Tier 1),Physical Store,East,Tier 3,PROD_1047,SKU-CON-WEA-1047,TechMax Wearable V2,Consumer Electronics,Wearables,TechMax,PROMO_DIWALI,Diwali Festive Dhamaka,Festive Campaign,3,20459,61377,0.0,12275.4,0.0,12275.4,49101.6,49960.98,-859.3800000000047,-1.75,1676.9,3682.62,False,0.0,1146.34,2.33,20.0
TX_0004647,2024-09-20,CUST_00018,Client Account 0018,Retail Gold,0.0,STORE_PHY_018,OmniRetail Store 18 (South - Tier 3),Physical Store,West,Tier 1,PROD_1108,SKU-APP-FAS-1108,VedaStyles Fashion Accessorie V3,Apparel & Fashion,Fashion Accessories,VedaStyles,PROMO_NONE,No Promotion / Baseline,None,3,2429,7287,0.0,0.0,0.0,0.0,7287.0,3837.24,3449.76,47.34,480.42,0.0,False,0.0,2969.34,40.75,0.0
TX_0004648,2025-03-28,CUST_00302,Client Account 0302,Retail Gold,0.0,STORE_PHY_014,OmniRetail Store 14 (South - Tier 2),Physical Store,West,Tier 2,PROD_1066,SKU-APP-ETH-1066,UrbanWeave Ethnic Wear V3,Apparel & Fashion,Ethnic Wear,UrbanWeave,PROMO_NONE,No Promotion / Baseline,None,1,3879,3879,0.0,0.0,0.0,0.0,3879.0,1365.37,2513.63,64.8,169.26,0.0,False,0.0,2344.37,60.44,0.0
TX_0004649,2024-05-29,CUST_00147,Client Account 0147,B2B SMB,0.116,STORE_PHY_015,OmniRetail Store 15 (South - Tier 2),Physical Store,West,Tier 1,PROD_1150,SKU-HOM-COO-1150,SmartLiving Cookware & Dining V3,Home & Kitchen,Cookware & Dining,SmartLiving,PROMO_NONE,No Promotion / Baseline,None,22,10279,226138,26232.01,0.0,0.0,26232.01,199905.99,147539.04,52366.94999999998,26.2,8398.84,0.0,False,0.0,43968.11,21.99,11.6
TX_0004650,2025-06-23,CUST_00261,Client Account 0261,Retail Silver,0.0,STORE_PHY_013,OmniRetail Store 13 (South - Tier 1),Physical Store,North,Tier 2,PROD_1100,SKU-APP-FOO-1100,RoyaleFashions Footwear V1,Apparel & Fashion,Footwear,RoyaleFashions,PROMO_NONE,No Promotion / Baseline,None,1,5219,5219,0.0,0.0,0.0,0.0,5219.0,2422.67,2796.33,53.58,219.27,0.0,False,0.0,2577.06,49.38,0.0
TX_0004651,2024-10-26,CUST_00384,Client Account 0384,Retail Silver,0.0,STORE_PHY_036,OmniRetail Store 36 (West - Tier 3),Physical Store,South,Tier 1,PROD_1224,SKU-FMC-BEV-1224,VitalFoods Beverage V2,FMCG & Personal Care,Beverages,VitalFoods,PROMO_NONE,No Promotion / Baseline,None,4,1259,5036,0.0,0.0,0.0,0.0,5036.0,3728.76,1307.2399999999998,25.96,344.16,0.0,False,0.0,963.08,19.12,0.0
TX_0004652,2024-11-28,CUST_00433,Client Account 0433,Retail Gold,0.0,STORE_PHY_035,OmniRetail Store 35 (West - Tier 3),Physical Store,North,Tier 3,PROD_1115,SKU-APP-FAS-1115,RoyaleFashions Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,RoyaleFashions,PROMO_NAVRATRI,Navratri Festive Special,Festive Campaign,4,559,2236,0.0,335.4,0.0,335.4,1900.6,1020.2,880.3999999999999,46.32,144.04,67.08,False,0.0,803.44,42.27,15.0
TX_0004653,2024-08-04,CUST_00375,Client Account 0375,B2B Enterprise,0.229,STORE_PHY_006,OmniRetail Store 6 (North - Tier 2),Physical Store,East,Tier 1,PROD_1036,SKU-CON-LAP-1036,SonicX Laptops & Tablet V3,Consumer Electronics,Laptops & Tablets,SonicX,PROMO_NONE,No Promotion / Baseline,None,37,72239,2672843,612081.05,0.0,0.0,612081.05,2060761.95,2284804.39,-224042.44000000018,-10.87,84006.68,0.0,False,0.0,-308049.12,-14.95,22.9
TX_0004654,2025-01-06,CUST_00422,Client Account 0422,Retail Gold,0.0,STORE_PHY_003,OmniRetail Store 3 (North - Tier 1),Physical Store,East,Tier 1,PROD_1080,SKU-APP-WES-1080,UrbanWeave Western Wear V2,Apparel & Fashion,Western Wear,UrbanWeave,PROMO_NONE,No Promotion / Baseline,None,2,2749,5498,0.0,0.0,0.0,0.0,5498.0,2833.34,2664.66,48.47,195.84,0.0,False,0.0,2468.82,44.9,0.0
TX_0004655,2025-05-11,CUST_00459,Client Account 0459,Retail Silver,0.0,STORE_PHY_023,OmniRetail Store 23 (East - Tier 2),Physical Store,West,Tier 3,PROD_1002,SKU-CON-SMA-1002,TechMax Smartphone V2,Consumer Electronics,Smartphones,TechMax,PROMO_NONE,No Promotion / Baseline,None,1,12969,12969,0.0,0.0,0.0,0.0,12969.0,11210.41,1758.5900000000001,13.56,526.41,0.0,False,0.0,1232.18,9.5,0.0
TX_0004656,2024-09-13,CUST_00424,Client Account 0424,Retail Silver,0.0,STORE_PHY_003,OmniRetail Store 3 (North - Tier 1),Physical Store,South,Tier 3,PROD_1068,SKU-APP-ETH-1068,MetroTreads Ethnic Wear V2,Apparel & Fashion,Ethnic Wear,MetroTreads,PROMO_NONE,No Promotion / Baseline,None,1,2479,2479,0.0,0.0,0.0,0.0,2479.0,1217.89,1261.11,50.87,141.72,0.0,False,0.0,1119.39,45.15,0.0
TX_0004657,2025-05-18,CUST_00447,Client Account 0447,Retail Silver,0.0,STORE_PHY_015,OmniRetail Store 15 (South - Tier 2),Physical Store,South,Tier 3,PROD_1018,SKU-CON-AUD-1018,TechMax Audio & Headphone V3,Consumer Electronics,Audio & Headphones,TechMax,PROMO_NONE,No Promotion / Baseline,None,1,6979,6979,0.0,0.0,0.0,0.0,6979.0,5452.77,1526.2299999999996,21.87,343.51,0.0,False,0.0,1182.72,16.95,0.0
TX_0004658,2025-04-27,CUST_00115,Client Account 0115,B2B Enterprise,0.237,STORE_PHY_029,OmniRetail Store 29 (West - Tier 1),Physical Store,South,Tier 2,PROD_1095,SKU-APP-FOO-1095,UrbanWeave Footwear V2,Apparel & Fashion,Footwear,UrbanWeave,PROMO_NONE,No Promotion / Baseline,None,146,5139,750294,177819.68,0.0,0.0,177819.68,572474.32,409169.38,163304.93999999994,28.53,27073.03,0.0,False,0.0,136231.91,23.8,23.7
TX_0004659,2024-08-15,CUST_00425,Client Account 0425,Retail Standard,0.0,STORE_PHY_018,OmniRetail Store 18 (South - Tier 3),Physical Store,North,Tier 1,PROD_1208,SKU-FMC-PAC-1208,VitalFoods Packaged Food V1,FMCG & Personal Care,Packaged Foods,VitalFoods,PROMO_NONE,No Promotion / Baseline,None,2,1129,2258,0.0,0.0,0.0,0.0,2258.0,1653.24,604.76,26.78,144.48,0.0,False,0.0,460.28,20.38,0.0
TX_0004660,2024-06-25,CUST_00050,Client Account 0050,Retail Standard,0.0,STORE_PHY_036,OmniRetail Store 36 (West - Tier 3),Physical Store,South,Tier 2,PROD_1143,SKU-HOM-COO-1143,PureHome Cookware & Dining V2,Home & Kitchen,Cookware & Dining,PureHome,PROMO_NONE,No Promotion / Baseline,None,2,13639,27278,0.0,0.0,0.0,0.0,27278.0,17029.08,10248.919999999998,37.57,1724.28,0.0,False,0.0,8524.64,31.25,0.0
TX_0004661,2025-05-05,CUST_00020,Client Account 0020,Retail Silver,0.0,STORE_PHY_021,OmniRetail Store 21 (East - Tier 1),Physical Store,East,Tier 1,PROD_1099,SKU-APP-FOO-1099,MetroTreads Footwear V3,Apparel & Fashion,Footwear,MetroTreads,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,4,2539,10156,0.0,1218.72,0.0,1218.72,8937.28,4008.76,4928.52,55.15,388.72,609.36,False,0.0,5149.16,57.61,12.0
TX_0004662,2024-04-20,CUST_00319,Client Account 0319,Retail Standard,0.0,STORE_PHY_020,OmniRetail Store 20 (East - Tier 1),Physical Store,South,Tier 1,PROD_1118,SKU-APP-FAS-1118,IndiStyle Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,IndiStyle,PROMO_NONE,No Promotion / Baseline,None,3,1729,5187,0.0,0.0,0.0,0.0,5187.0,1853.61,3333.3900000000003,64.26,167.31,0.0,False,0.0,3166.08,61.04,0.0
TX_0004663,2024-03-12,CUST_00399,Client Account 0399,Retail Silver,0.0,STORE_PHY_018,OmniRetail Store 18 (South - Tier 3),Physical Store,West,Tier 1,PROD_1048,SKU-CON-WEA-1048,TechMax Wearable V3,Consumer Electronics,Wearables,TechMax,PROMO_NONE,No Promotion / Baseline,None,3,40429,121287,0.0,0.0,0.0,0.0,121287.0,103799.22,17487.78,14.42,7308.27,0.0,False,0.0,10179.51,8.39,0.0
TX_0004664,2024-09-07,CUST_00060,Client Account 0060,B2B SMB,0.135,STORE_PHY_032,OmniRetail Store 32 (West - Tier 2),Physical Store,East,Tier 1,PROD_1098,SKU-APP-FOO-1098,MetroTreads Footwear V2,Apparel & Fashion,Footwear,MetroTreads,PROMO_NONE,No Promotion / Baseline,None,109,4629,504561,68115.74,0.0,0.0,68115.74,436445.26,196088.82,240356.44,55.07,26368.56,0.0,False,0.0,213987.88,49.03,13.5
TX_0004665,2025-08-07,CUST_00182,Client Account 0182,B2B SMB,0.107,STORE_PHY_024,OmniRetail Store 24 (East - Tier 2),Physical Store,North,Tier 2,PROD_1128,SKU-HOM-SMA-1128,PureHome Small Appliance V2,Home & Kitchen,Small Appliances,PureHome,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,149,14289,2129061,227809.53,255487.32,0.0,483296.85,1645764.15,1200545.15,445219.0,27.05,73541.32,241648.42,False,0.0,613326.1,37.27,22.7
TX_0004666,2024-03-28,CUST_00492,Client Account 0492,Retail Standard,0.0,STORE_PHY_024,OmniRetail Store 24 (East - Tier 2),Physical Store,North,Tier 1,PROD_1080,SKU-APP-WES-1080,UrbanWeave Western Wear V2,Apparel & Fashion,Western Wear,UrbanWeave,PROMO_NONE,No Promotion / Baseline,None,3,2749,8247,0.0,0.0,0.0,0.0,8247.0,4250.01,3996.99,48.47,376.23,0.0,False,0.0,3620.76,43.9,0.0
TX_0004667,2025-09-24,CUST_00441,Client Account 0441,Retail Standard,0.0,STORE_PHY_021,OmniRetail Store 21 (East - Tier 1),Physical Store,South,Tier 2,PROD_1030,SKU-CON-AUD-1030,KritiTech Audio & Headphone V3,Consumer Electronics,Audio & Headphones,KritiTech,PROMO_NONE,No Promotion / Baseline,None,2,60569,121138,0.0,0.0,0.0,0.0,121138.0,104341.36,16796.64,13.87,3782.04,0.0,False,0.0,13014.6,10.74,0.0
TX_0004668,2025-07-01,CUST_00470,Client Account 0470,B2B SMB,0.095,STORE_PHY_036,OmniRetail Store 36 (West - Tier 3),Physical Store,East,Tier 3,PROD_1171,SKU-HOM-STO-1171,LivingSpace Storage Solution V3,Home & Kitchen,Storage Solutions,LivingSpace,PROMO_NONE,No Promotion / Baseline,None,127,12399,1574673,149593.93,0.0,0.0,149593.93,1425079.07,1005799.36,419279.7100000001,29.42,87619.29,0.0,False,0.0,331660.42,23.27,9.5
TX_0004669,2024-08-14,CUST_00037,Client Account 0037,Retail Silver,0.0,STORE_PHY_030,OmniRetail Store 30 (West - Tier 1),Physical Store,North,Tier 3,PROD_1061,SKU-APP-ETH-1061,VedaStyles Ethnic Wear V1,Apparel & Fashion,Ethnic Wear,VedaStyles,PROMO_NONE,No Promotion / Baseline,None,4,5669,22676,0.0,0.0,0.0,0.0,22676.0,8145.56,14530.439999999999,64.08,983.28,0.0,False,0.0,13547.16,59.74,0.0
TX_0004670,2025-03-12,CUST_00035,Client Account 0035,B2B SMB,0.127,STORE_PHY_001,OmniRetail Store 1 (North - Tier 1),Physical Store,East,Tier 3,PROD_1233,SKU-FMC-HOM-1233,CleanGlow Home Hygiene V2,FMCG & Personal Care,Home Hygiene,CleanGlow,PROMO_NONE,No Promotion / Baseline,None,47,979,46013,5843.65,0.0,0.0,5843.65,40169.35,35030.51,5138.8399999999965,12.79,1367.23,0.0,False,0.0,3771.61,9.39,12.7
TX_0004671,2024-10-06,CUST_00441,Client Account 0441,Retail Standard,0.0,STORE_PHY_013,OmniRetail Store 13 (South - Tier 1),Physical Store,South,Tier 2,PROD_1072,SKU-APP-ETH-1072,RoyaleFashions Ethnic Wear V3,Apparel & Fashion,Ethnic Wear,RoyaleFashions,PROMO_DIWALI,Diwali Festive Dhamaka,Festive Campaign,2,3679,7358,0.0,1471.6,0.0,1471.6,5886.4,3994.0,1892.3999999999996,32.15,256.69,441.48,False,0.0,2077.19,35.29,20.0
TX_0004672,2024-10-27,CUST_00352,Client Account 0352,Retail Silver,0.0,STORE_PHY_013,OmniRetail Store 13 (South - Tier 1),Physical Store,West,Tier 2,PROD_1013,SKU-CON-SMA-1013,KritiTech Smartphone V1,Consumer Electronics,Smartphones,KritiTech,PROMO_NONE,No Promotion / Baseline,None,2,41679,83358,0.0,0.0,0.0,0.0,83358.0,71814.14,11543.86,13.85,2660.94,0.0,False,0.0,8882.92,10.66,0.0
TX_0004673,2024-04-06,CUST_00303,Client Account 0303,B2B Enterprise,0.178,STORE_PHY_036,OmniRetail Store 36 (West - Tier 3),Physical Store,West,Tier 1,PROD_1093,SKU-APP-FOO-1093,VedaStyles Footwear V3,Apparel & Fashion,Footwear,VedaStyles,PROMO_NONE,No Promotion / Baseline,None,110,1579,173690,30916.82,0.0,0.0,30916.82,142773.18,93120.5,49652.67999999999,34.78,9770.89,0.0,False,0.0,39881.79,27.93,17.8
TX_0004674,2025-06-27,CUST_00259,Client Account 0259,Retail Platinum,0.08,STORE_PHY_018,OmniRetail Store 18 (South - Tier 3),Physical Store,South,Tier 1,PROD_1182,SKU-FMC-SKI-1182,NurtureNature Skincare & Grooming V2,FMCG & Personal Care,Skincare & Grooming,NurtureNature,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,2,899,1798,143.84,215.76,0.0,359.6,1438.4,1211.36,227.0400000000002,15.78,93.2,179.8,False,0.0,313.64,21.8,20.0
TX_0004675,2024-06-14,CUST_00145,Client Account 0145,Retail Silver,0.0,STORE_PHY_022,OmniRetail Store 22 (East - Tier 1),Physical Store,North,Tier 2,PROD_1165,SKU-HOM-HOM-1165,SmartLiving Home Decor V3,Home & Kitchen,Home Decor,SmartLiving,PROMO_NONE,No Promotion / Baseline,None,2,4829,9658,0.0,0.0,0.0,0.0,9658.0,6006.38,3651.62,37.81,398.34,0.0,False,0.0,3253.28,33.68,0.0
TX_0004676,2024-04-14,CUST_00169,Client Account 0169,Retail Standard,0.0,STORE_PHY_001,OmniRetail Store 1 (North - Tier 1),Physical Store,East,Tier 2,PROD_1008,SKU-CON-SMA-1008,VoltDevices Smartphone V2,Consumer Electronics,Smartphones,VoltDevices,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,2,45039,90078,0.0,10809.36,0.0,10809.36,79268.64,78850.22,418.41999999999825,0.53,2480.66,5404.68,False,0.0,3342.44,4.22,12.0
TX_0004677,2025-08-20,CUST_00409,Client Account 0409,Retail Silver,0.0,STORE_PHY_028,OmniRetail Store 28 (West - Tier 1),Physical Store,East,Tier 2,PROD_1180,SKU-HOM-STO-1180,SmartLiving Storage Solution V3,Home & Kitchen,Storage Solutions,SmartLiving,PROMO_NONE,No Promotion / Baseline,None,1,12589,12589,0.0,0.0,0.0,0.0,12589.0,6616.72,5972.28,47.44,390.57,0.0,False,0.0,5581.71,44.34,0.0
TX_0004678,2025-08-01,CUST_00441,Client Account 0441,Retail Standard,0.0,STORE_PHY_030,OmniRetail Store 30 (West - Tier 1),Physical Store,South,Tier 2,PROD_1063,SKU-APP-ETH-1063,VedaStyles Ethnic Wear V3,Apparel & Fashion,Ethnic Wear,VedaStyles,PROMO_NONE,No Promotion / Baseline,None,3,5799,17397,0.0,0.0,0.0,0.0,17397.0,6600.39,10796.61,62.06,601.11,0.0,False,0.0,10195.5,58.6,0.0
TX_0004679,2024-07-29,CUST_00063,Client Account 0063,Retail Silver,0.0,STORE_PHY_021,OmniRetail Store 21 (East - Tier 1),Physical Store,East,Tier 1,PROD_1080,SKU-APP-WES-1080,UrbanWeave Western Wear V2,Apparel & Fashion,Western Wear,UrbanWeave,PROMO_EOSS,End of Season Sale (EOSS),Clearance Markdown,4,2749,10996,0.0,3298.8,0.0,3298.8,7697.2,5666.68,2030.5199999999995,26.38,292.72,329.88,False,0.0,2067.68,26.86,30.0
TX_0004680,2025-09-04,CUST_00357,Client Account 0357,Retail Silver,0.0,STORE_PHY_028,OmniRetail Store 28 (West - Tier 1),Physical Store,North,Tier 1,PROD_1163,SKU-HOM-HOM-1163,SmartLiving Home Decor V1,Home & Kitchen,Home Decor,SmartLiving,PROMO_NONE,No Promotion / Baseline,None,1,11999,11999,0.0,0.0,0.0,0.0,11999.0,7202.39,4796.61,39.98,369.87,0.0,False,0.0,4426.74,36.89,0.0
TX_0004681,2025-09-06,CUST_00269,Client Account 0269,B2B SMB,0.126,STORE_PHY_020,OmniRetail Store 20 (East - Tier 1),Physical Store,West,Tier 2,PROD_1118,SKU-APP-FAS-1118,IndiStyle Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,IndiStyle,PROMO_NONE,No Promotion / Baseline,None,32,1729,55328,6971.33,0.0,0.0,6971.33,48356.67,19771.84,28584.829999999998,59.11,1575.5,0.0,False,0.0,27009.33,55.85,12.6
TX_0004682,2025-05-06,CUST_00475,Client Account 0475,Retail Standard,0.0,STORE_PHY_010,OmniRetail Store 10 (South - Tier 1),Physical Store,North,Tier 1,PROD_1163,SKU-HOM-HOM-1163,SmartLiving Home Decor V1,Home & Kitchen,Home Decor,SmartLiving,PROMO_NONE,No Promotion / Baseline,None,1,11999,11999,0.0,0.0,0.0,0.0,11999.0,7202.39,4796.61,39.98,369.87,0.0,False,0.0,4426.74,36.89,0.0
TX_0004683,2024-08-13,CUST_00323,Client Account 0323,Retail Silver,0.0,STORE_PHY_019,OmniRetail Store 19 (East - Tier 1),Physical Store,West,Tier 2,PROD_1108,SKU-APP-FAS-1108,VedaStyles Fashion Accessorie V3,Apparel & Fashion,Fashion Accessories,VedaStyles,PROMO_NONE,No Promotion / Baseline,None,3,2429,7287,0.0,0.0,0.0,0.0,7287.0,3837.24,3449.76,47.34,261.81,0.0,False,0.0,3187.95,43.75,0.0
TX_0004684,2024-05-07,CUST_00267,Client Account 0267,Retail Gold,0.0,STORE_PHY_030,OmniRetail Store 30 (West - Tier 1),Physical Store,North,Tier 2,PROD_1173,SKU-HOM-STO-1173,PureHome Storage Solution V2,Home & Kitchen,Storage Solutions,PureHome,PROMO_NONE,No Promotion / Baseline,None,2,11719,23438,0.0,0.0,0.0,0.0,23438.0,15236.42,8201.58,34.99,760.74,0.0,False,0.0,7440.84,31.75,0.0
TX_0004685,2024-09-03,CUST_00292,Client Account 0292,Retail Standard,0.0,STORE_PHY_035,OmniRetail Store 35 (West - Tier 3),Physical Store,East,Tier 2,PROD_1118,SKU-APP-FAS-1118,IndiStyle Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,IndiStyle,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,3,1729,5187,0.0,622.44,0.0,622.44,4564.56,1853.61,2710.9500000000007,59.39,285.57,311.22,False,0.0,2736.6,59.95,12.0
TX_0004686,2024-02-10,CUST_00049,Client Account 0049,B2B SMB,0.08,STORE_PHY_011,OmniRetail Store 11 (South - Tier 1),Physical Store,West,Tier 1,PROD_1143,SKU-HOM-COO-1143,PureHome Cookware & Dining V2,Home & Kitchen,Cookware & Dining,PureHome,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,62,13639,845618,67649.44,101474.16,0.0,169123.6,676494.4,527901.48,148592.92000000004,21.97,23010.43,84561.8,False,0.0,210144.29,31.06,20.0
TX_0004687,2024-04-16,CUST_00119,Client Account 0119,Retail Gold,0.0,STORE_PHY_035,OmniRetail Store 35 (West - Tier 3),Physical Store,South,Tier 1,PROD_1032,SKU-CON-LAP-1032,TechMax Laptops & Tablet V2,Consumer Electronics,Laptops & Tablets,TechMax,PROMO_NONE,No Promotion / Baseline,None,2,18249,36498,0.0,0.0,0.0,0.0,36498.0,30559.38,5938.619999999999,16.27,2326.08,0.0,False,0.0,3612.54,9.9,0.0
TX_0004688,2025-11-18,CUST_00338,Client Account 0338,Retail Standard,0.0,STORE_PHY_027,OmniRetail Store 27 (East - Tier 3),Physical Store,West,Tier 3,PROD_1215,SKU-FMC-BEV-1215,FreshBite Beverage V2,FMCG & Personal Care,Beverages,FreshBite,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,2,150,300,0.0,36.0,0.0,36.0,264.0,218.76,45.24000000000001,17.14,34.14,18.0,False,0.0,29.1,11.02,12.0
TX_0004689,2024-09-28,CUST_00008,Client Account 0008,Retail Gold,0.0,STORE_PHY_030,OmniRetail Store 30 (West - Tier 1),Physical Store,East,Tier 1,PROD_1147,SKU-HOM-COO-1147,HomeComfort Cookware & Dining V3,Home & Kitchen,Cookware & Dining,HomeComfort,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,3,9789,29367,0.0,3524.04,0.0,3524.04,25842.96,18841.17,7001.790000000001,27.09,802.29,1762.02,False,0.0,7961.52,30.81,12.0
TX_0004690,2025-09-18,CUST_00105,Client Account 0105,Retail Standard,0.0,STORE_PHY_023,OmniRetail Store 23 (East - Tier 2),Physical Store,East,Tier 2,PROD_1213,SKU-FMC-BEV-1213,NurtureNature Beverage V3,FMCG & Personal Care,Beverages,NurtureNature,PROMO_NONE,No Promotion / Baseline,None,1,799,799,0.0,0.0,0.0,0.0,799.0,567.84,231.15999999999997,28.93,34.36,0.0,False,0.0,196.8,24.63,0.0
TX_0004691,2024-09-03,CUST_00033,Client Account 0033,Retail Standard,0.0,STORE_PHY_034,OmniRetail Store 34 (West - Tier 2),Physical Store,North,Tier 1,PROD_1031,SKU-CON-LAP-1031,TechMax Laptops & Tablet V1,Consumer Electronics,Laptops & Tablets,TechMax,PROMO_NONE,No Promotion / Baseline,None,3,60849,182547,0.0,0.0,0.0,0.0,182547.0,144283.47,38263.53,20.96,7386.93,0.0,False,0.0,30876.6,16.91,0.0
TX_0004692,2024-08-26,CUST_00177,Client Account 0177,Retail Gold,0.0,STORE_PHY_028,OmniRetail Store 28 (West - Tier 1),Physical Store,South,Tier 3,PROD_1044,SKU-CON-LAP-1044,KritiTech Laptops & Tablet V2,Consumer Electronics,Laptops & Tablets,KritiTech,PROMO_NONE,No Promotion / Baseline,None,1,39139,39139,0.0,0.0,0.0,0.0,39139.0,33555.84,5583.1600000000035,14.26,1228.47,0.0,False,0.0,4354.69,11.13,0.0
TX_0004693,2025-11-13,CUST_00091,Client Account 0091,Retail Standard,0.0,STORE_PHY_009,OmniRetail Store 9 (North - Tier 3),Physical Store,South,Tier 1,PROD_1154,SKU-HOM-HOM-1154,LivingSpace Home Decor V1,Home & Kitchen,Home Decor,LivingSpace,PROMO_DIWALI,Diwali Festive Dhamaka,Festive Campaign,3,9719,29157,0.0,5831.4,0.0,5831.4,23325.6,19445.34,3880.2599999999984,16.64,1616.89,1749.42,False,0.0,4012.79,17.2,20.0
TX_0004694,2025-02-24,CUST_00226,Client Account 0226,Retail Standard,0.0,STORE_PHY_013,OmniRetail Store 13 (South - Tier 1),Physical Store,South,Tier 2,PROD_1225,SKU-FMC-BEV-1225,VitalFoods Beverage V3,FMCG & Personal Care,Beverages,VitalFoods,PROMO_NONE,No Promotion / Baseline,None,2,509,1018,0.0,0.0,0.0,0.0,1018.0,677.52,340.48,33.45,33.84,0.0,False,0.0,306.64,30.12,0.0
